,description,boot_space
277,"The Renault Austral has a length of 4510 mm, a height of 1618 mm, a width of 1825 mm without the exterior mirrors and a measurement of 2083 millimeters with the mirrors unfolded. The boot capacity varies between 500 - 575 liters depending on the position of the 16 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: petrol mild hybrid and  petrol hybrid. The hybrid model is called Austral E-TECH Hybrid and has a boot space of 430* liters. Because of its size, features and ground clearance of 17 cm, we classify the Renault Austral in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 430* - 500 liters.
278,"The Kia Sportage has a length of 4515 mm, a height of 1645 mm and a width of 1865 mm without the exterior mirrors. Motorization: diesel,  petrol,  diesel mild hybrid,  petrol mild hybrid,  petrol hybrid and  petrol plug-in hybrid. The mild hybrid model has a boot space of 562* liters. The hybrid model has a boot space of 587* liters. The plug-in hybrid model has a boot space of 540* liters. Because of its size, features and ground clearance of 17 cm, we classify the Kia Sportage in the category of mid-size SUV. This model from the year 2022 is 30 mm longer, 10 mm wider and 10 mm higher compared to the dimensions of the 2018 Kia Sportage.Do you like the trend of larger cars? 👍 👎",Boot space: 540* - 591 liters.
279,"The Alfa-Romeo Tonale has a length of 4530 mm, a height of 1600 mm and a width of 1840 mm without the exterior mirrors. Motorization: diesel,  petrol mild hybrid and  petrol plug-in hybrid. Because of its size, features and ground clearance, we classify the Alfa-Romeo Tonale in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 500 liters.
280,"The Volkswagen Tiguan has a length of 4539 mm, a height of 1660 mm, a width of 1842 mm without the exterior mirrors and a measurement of 2140 millimeters with the mirrors unfolded. Motorization: diesel,  petrol mild hybrid and  petrol plug-in hybrid. Because of its size, features and ground clearance, we classify the Volkswagen Tiguan in the category of mid-size SUV. This new model is 30 mm longer, has the same width and 15 mm lower compared to the dimensions of the 2021 Volkswagen Tiguan.Do you like the trend of larger cars? 👍 👎",Boot space: 550 liters.
281,"The LynkCo 01 has a length of 4541 mm, a height of 1694 mm, a width of 1857 mm without the exterior mirrors and a measurement of 2141 millimeters with the mirrors unfolded. Motorization: petrol plug-in hybrid. Because of its size, features and ground clearance of 21 cm, we classify the LynkCo 01 in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 466 liters.
282,"The Peugeot 3008 has a length of 4542 mm, a height of 1641 mm, a width of 1895 mm without the exterior mirrors and a measurement of 2108 millimeters with the mirrors unfolded. Motorization: electric. The electric model is called E-3008 and has a boot space of 520 liters. Because of its size, features and ground clearance, we classify the Peugeot 3008 in the category of mid-size SUV. This new model  stands out for being 95 mm longer compared to the dimensions of the 2021 Peugeot 3008.Do you like the new generation size change? 👍 👎",Boot space: 520 liters.
283,"The Mitsubishi Eclipse Cross has a length of 4545 mm, a height of 1685 mm and a width of 1805 mm without the exterior mirrors. Motorization: petrol plug-in hybrid. Because of its size, features and ground clearance of 19 cm, we classify the Mitsubishi Eclipse Cross in the category of mid-size SUV. This model from the year 2021  stands out for being 140 mm longer compared to the dimensions of the 2018 Mitsubishi Eclipse Cross.Do you like the new generation size change? 👍 👎",Boot space: 404 liters.
284,"The Dacia Jogger has a length of 4547 mm, a height of 1632 mm, a width of 1784 mm without the exterior mirrors and a measurement of 2007 millimeters with the mirrors unfolded. The boot capacity with 5 seats varies between 565 - 708 liters depending on whether the third row of seats is present and folded down or is not present. Motorization: petrol and  petrol hybrid. Because of its size, features and ground clearance of 20 cm, we classify the Dacia Jogger in the category of mid-size SUV. This model from the year 2022 is 26 mm longer, 17 mm wider and 48 mm lower compared to the dimensions of the 2015 Dacia Lodgy Stepway.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 565-708 - (7) 160 liters.
285,"The BMW X2 has a length of 4554 mm, a height of 1590 mm, a width of 1845 mm without the exterior mirrors and a measurement of 2104 millimeters with the mirrors unfolded. Motorization: diesel,  petrol,  diesel mild hybrid and  petrol mild hybrid. Because of its size, features and ground clearance of 20 cm, we classify the BMW X2 in the category of mid-size SUV. This new model  stands out for being 194 mm longer compared to the dimensions of the 2018 BMW X2.Do you like the new generation size change? 👍 👎",Boot space: 560 liters.
286,"The Renault Arkana has a length of 4568 mm, a height of 1571 mm, a width of 1821 mm without the exterior mirrors and a measurement of 2034 millimeters with the mirrors unfolded. Motorization: petrol mild hybrid and  petrol hybrid. The hybrid model is called Arkana E-TECH Hybrid and has a boot space of 480* liters. Because of its size, features and ground clearance of 18 cm, we classify the Renault Arkana in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 480* - 513 liters.
287,"The Mazda CX-5 has a length of 4575 mm, a height of 1685 mm, a width of 1845 mm without the exterior mirrors and a measurement of 2115 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol mild hybrid. Because of its size, features and ground clearance of 19 cm, we classify the Mazda CX-5 in the category of mid-size SUV. This model from the year 2022 is 25 mm longer, 5 mm wider and 10 mm higher compared to the dimensions of the 2017 Mazda CX-5.Do you like the trend of larger cars? 👍 👎",Boot space: 522 liters.
288,"The Volkswagen ID.4 has a length of 4584 mm, a height of 1640 mm and a width of 1852 mm without the exterior mirrors. Motorization: electric. Because of its size, features and ground clearance of 21 cm, we classify the Volkswagen ID.4 in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 543 liters.
289,"The Audi Q4 e-tron has a length of 4588 mm, a height of 1632 mm, a width of 1865 mm without the exterior mirrors and a measurement of 2108 millimeters with the mirrors unfolded. Motorization: electric. Because of its size, features and ground clearance of 18 cm, we classify the Audi Q4 e-tron in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 520 liters.
290,"The DS DS7 has a length of 4595 mm, a height of 1631 mm, a width of 1895 mm without the exterior mirrors and a measurement of 2098 millimeters with the mirrors unfolded. Motorization: diesel and  petrol plug-in hybrid. The plug-in hybrid model is called DS7 E-Tense. Because of its size, features and ground clearance of 19 cm, we classify the DS DS7 in the category of mid-size SUV. This model from the year 2023 is 22 mm longer, has the same width and 6 mm higher compared to the dimensions of the 2018 DS DS7 Crossback.Do you like the trend of larger cars? 👍 👎",Boot space: 555 liters.
291,"The Nissan Ariya has a length of 4595 mm, a height of 1660 mm and a width of 1850 mm without the exterior mirrors. Motorization: electric. Because of its size, features and ground clearance, we classify the Nissan Ariya in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 466 liters.
292,"The Land-Rover Discovery Sport has a length of 4597 mm, a height of 1727 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2173 millimeters with the mirrors unfolded. Motorization: diesel,  diesel mild hybrid,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called Discovery Sport PHEV. Because of its size, features and ground clearance of 21 cm, we classify the Land-Rover Discovery Sport in the category of mid-size SUV. This model from the year 2019 is the same size compared to the dimensions of the 2015 Land-Rover Discovery Sport.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 541 - (7) 100 liters.
293,"The Volkswagen ID.5 has a length of 4599 mm, a height of 1615 mm and a width of 1852 mm without the exterior mirrors. Motorization: electric. Because of its size, features and ground clearance of 16 cm, we classify the Volkswagen ID.5 in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 549 liters.
294,"The Toyota RAV4 has a length of 4600 mm, a height of 1685 mm and a width of 1855 mm without the exterior mirrors. Motorization: petrol hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called RAV4 Plug-in Hybrid and has a boot space of 520* liters. Because of its size, features and ground clearance of 19 cm, we classify the Toyota RAV4 in the category of mid-size SUV. This model from the year 2019 is 5 mm shorter, 10 mm wider and 10 mm higher compared to the dimensions of the 2016 Toyota RAV4.Do you like the trend of larger cars? 👍 👎",Boot space: 520* - 580 liters.
295,"The Honda CR-V has a length of 4706 mm, a height of 1674 mm, a width of 1866 mm without the exterior mirrors and a measurement of 2153 millimeters with the mirrors unfolded. The boot capacity varies depending on the position of the 18 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: petrol hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called e:PHEV and has a boot space of 635* liters. Because of its size, features and ground clearance of 19 cm, we classify the Honda CR-V in the category of large SUV and 4x4 cars. This model from the year 2023  stands out for being 106 mm longer compared to the dimensions of the 2018 Honda CR-V.Do you like the new generation size change? 👍 👎",Boot space: 635* - 596 liters.
296,"The Ford Kuga has a length of 4604 mm, a height of 1679 mm, a width of 1882 mm without the exterior mirrors and a measurement of 2177 millimeters with the mirrors unfolded. The boot capacity varies between 412 - 553 liters depending on the position of the 15 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: petrol,  petrol hybrid and  petrol plug-in hybrid. The hybrid model is called Kuga FHEV. The plug-in hybrid model is called Kuga PHEV. Because of its size, features and ground clearance of 17 cm, we classify the Ford Kuga in the category of mid-size SUV. This new model is 10 mm shorter, has the same width and 13 mm higher compared to the dimensions of the 2020 Ford Kuga.Do you like the trend of larger cars? 👍 👎",Boot space: 482 liters.
297,"The MG HS has a length of 4610 mm, a height of 1685 mm, a width of 1876 mm without the exterior mirrors and a measurement of 2078 millimeters with the mirrors unfolded. Motorization: petrol and  petrol plug-in hybrid. The plug-in hybrid model is called HS PHEV and has a boot space of 448* liters. Because of its size, features and ground clearance of 15 cm, we classify the MG HS in the category of mid-size SUV. This new model is 36 mm longer, has the same width and 21 mm higher compared to the dimensions of the 2021 MG HS.Do you like the trend of larger cars? 👍 👎",Boot space: 448* - 463 liters.
298,"The Mercedes-Benz GLB has a length of 4634 mm, a height of 1658 mm, a width of 1834 mm without the exterior mirrors and a measurement of 2020 millimeters with the mirrors unfolded. The boot capacity with 5 seats varies between 500 - 570 liters depending on whether the third row of seats is present and folded down or is not present. The boot capacity varies between 570 - 760 liters depending on the position of the 14 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: diesel and  petrol. Because of its size, features and ground clearance, we classify the Mercedes-Benz GLB in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 570 - (7) - liters.
299,"The Hyundai IONIQ 5 has a length of 4635 mm, a height of 1605 mm and a width of 1890 mm without the exterior mirrors. The boot capacity varies depending on the position of the 13 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: electric. Because of its size, features and ground clearance of 16 cm, we classify the Hyundai IONIQ 5 in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 588 liters.
300,"The Suzuki Across has a length of 4635 mm, a height of 1690 mm and a width of 1855 mm without the exterior mirrors. Motorization: petrol plug-in hybrid. Because of its size, features and ground clearance of 19 cm, we classify the Suzuki Across in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 490 liters.
301,"The Subaru Forester has a length of 4640 mm, a height of 1730 mm, a width of 1815 mm without the exterior mirrors and a measurement of 2065 millimeters with the mirrors unfolded. Motorization: petrol hybrid. Because of its size, features and ground clearance of 22 cm, we classify the Subaru Forester in the category of mid-size SUV. This model from the year 2022 is the same size compared to the dimensions of the 2019 Subaru Forester.Do you like the trend of larger cars? 👍 👎",Boot space: 509 liters.
302,"The Peugeot 5008 has a length of 4641 mm, a height of 1646 mm, a width of 1844 mm without the exterior mirrors and a measurement of 2098 millimeters with the mirrors unfolded. The boot capacity with 5 seats varies between 702 - 780 liters depending on whether the third row of seats is present and folded down or is not present. Motorization: diesel and  petrol. Because of its size, features and ground clearance of 23 cm, we classify the Peugeot 5008 in the category of mid-size SUV. This model from the year 2021 is the same size compared to the dimensions of the 2017 Peugeot 5008.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 780 - (7) 166 liters.
303,"The CUPRA Tavascan has a length of 4644 mm, a height of 1597 mm and a width of 1861 mm without the exterior mirrors. Motorization: electric. Because of its size, features and ground clearance, we classify the CUPRA Tavascan in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 540 liters.
304,"The Skoda Enyaq iV has a length of 4649 mm, a height of 1616 mm, a width of 1879 mm without the exterior mirrors and a measurement of 2148 millimeters with the mirrors unfolded. Motorization: electric. Because of its size, features and ground clearance, we classify the Skoda Enyaq iV in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 585 liters.
305,"The Lexus NX has a length of 4660 mm, a height of 1640 mm and a width of 1865 mm without the exterior mirrors. Motorization: petrol hybrid and  petrol plug-in hybrid. Because of its size, features and ground clearance of 18 cm, we classify the Lexus NX in the category of mid-size SUV. This model from the year 2022 is 20 mm longer, 20 mm wider and 5 mm lower compared to the dimensions of the 2018 Lexus NX.Do you like the trend of larger cars? 👍 👎",Boot space: 555 liters.
306,"The Hyundai Nexo has a length of 4670 mm, a height of 1640 mm and a width of 1860 mm without the exterior mirrors. Motorization: hydrogen. Because of its size, features and ground clearance of 16 cm, we classify the Hyundai Nexo in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 461 liters.
307,"The Nissan X-Trail has a length of 4680 mm, a height of 1725 mm, a width of 1840 mm without the exterior mirrors and a measurement of 2065 millimeters with the mirrors unfolded. The boot capacity with 5 seats varies between 585 - 485 liters depending on whether the third row of seats is present and folded down or is not present. Motorization: petrol mild hybrid and  petrol hybrid. The hybrid model is called X-Trail e-Power and has a boot space of 575* liters. Because of its size, features and ground clearance of 20 cm, we classify the Nissan X-Trail in the category of mid-size SUV. This model from the year 2023 is 10 mm shorter, 20 mm wider and 15 mm lower compared to the dimensions of the 2017 Nissan X-Trail.Do you like the trend of larger cars? 👍 👎",Boot space: 575* - (5) 585 - (7) 177 liters.
308,"The Audi Q5 has a length of 4682 mm, a height of 1662 mm, a width of 1893 mm without the exterior mirrors and a measurement of 2140 millimeters with the mirrors unfolded. The boot capacity varies depending on the position of the 12 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: diesel mild hybrid,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called Q5 TFSIe and has a boot space of 465* liters. Because of its size, features and ground clearance of 20 cm, we classify the Audi Q5 in the category of mid-size SUV. This model from the year 2021 is 19 mm longer, has the same width and has the same height compared to the dimensions of the 2017 Audi Q5.Do you like the trend of larger cars? 👍 👎",Boot space: 465* - 550 liters.
309,"The Jaguar I-PACE has a length of 4682 mm, a height of 1565 mm, a width of 1895 mm without the exterior mirrors and a measurement of 2139 millimeters with the mirrors unfolded. Motorization: electric. Because of its size, features and ground clearance of 14 cm, we classify the Jaguar I-PACE in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 505 liters.
310,"The Alfa-Romeo Stelvio has a length of 4687 mm, a height of 1671 mm, a width of 1903 mm without the exterior mirrors and a measurement of 2163 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its size, features and ground clearance of 20 cm, we classify the Alfa-Romeo Stelvio in the category of mid-size SUV. This model from the year 2023 is the same size compared to the dimensions of the 2020 Alfa-Romeo Stelvio.Do you like the trend of larger cars? 👍 👎",Boot space: 525 liters.
311,"The Subaru Solterra has a length of 4690 mm, a height of 1650 mm, a width of 1860 mm without the exterior mirrors and a measurement of 2180 millimeters with the mirrors unfolded. Motorization: electric. Because of its size, features and ground clearance of 21 cm, we classify the Subaru Solterra in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 452 liters.
312,"The Toyota bZ4X has a length of 4690 mm, a height of 1650 mm and a width of 1860 mm without the exterior mirrors. Motorization: electric. Because of its size, features and ground clearance of 18 cm, we classify the Toyota bZ4X in the category of mid-size SUV.Do you like the trend of larger cars? 👍 👎",Boot space: 452 liters.
313,"The Mitsubishi L200 has a length of 5225 mm, a height of 1780 mm and a width of 1815 mm without the exterior mirrors. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 20 cm, we classify the Mitsubishi L200 in the category of pick-up vehicles. This model from the year 2019 is 20 mm longer, 30 mm wider and 5 mm higher compared to the dimensions of the 2015 Mitsubishi L200.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
314,"The Isuzu D-MAX has a length of 5265 mm, a height of 1790 mm and a width of 1835 mm without the exterior mirrors. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 24 cm, we classify the Isuzu D-MAX in the category of pick-up vehicles. This model from the year 2021 is 30 mm shorter, 25 mm narrower and 5 mm higher compared to the dimensions of the 2017 Isuzu D-MAX.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
315,"The Toyota Hilux has a length of 5325 mm, a height of 1815 mm and a width of 1855 mm without the exterior mirrors. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 21 cm, we classify the Toyota Hilux in the category of pick-up vehicles. This model from the year 2021 is the same size compared to the dimensions of the 2016 Toyota Hilux.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
316,"The Nissan NP300 Navara has a length of 5330 mm, a height of 1840 mm, a width of 1850 mm without the exterior mirrors and a measurement of 2085 millimeters with the mirrors unfolded. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 22 cm, we classify the Nissan NP300 Navara in the category of pick-up vehicles. This model from the year 2016 is 34 mm longer, has the same width and 38 mm higher compared to the dimensions of the 2010 Nissan Navara.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
317,"The Ford Ranger has a length of 5370 mm, a height of 1884 mm, a width of 1918 mm without the exterior mirrors and a measurement of 2208 millimeters with the mirrors unfolded. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 23 cm, we classify the Ford Ranger in the category of pick-up vehicles. This model from the year 2023 is 11 mm longer, 51 mm wider and 63 mm higher compared to the dimensions of the 2019 Ford Ranger.Do you like the new generation size change? 👍 👎",Boot space:  liters.
318,"The Ford Ranger Raptor has a length of 5381 mm, a height of 1922 mm, a width of 2028 mm without the exterior mirrors and a measurement of 2208 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its rear cargo space, performance and ground clearance of 27 cm, we classify the Ford Ranger Raptor in the category of pick-up vehicles. This model from the year 2023 is 18 mm longer, has the same width and 49 mm higher compared to the dimensions of the 2019 Ford Ranger Raptor.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
319,"The SsangYong Musso has a length of 5405 mm, a height of 1885 mm and a width of 1950 mm without the exterior mirrors. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 22 cm, we classify the SsangYong Musso in the category of pick-up vehicles. This model from the year 2023  stands out for being 310 mm longer compared to the dimensions of the 2018 SsangYong Musso.Do you like the new generation size change? 👍 👎",Boot space:  liters.
320,"The Jeep Gladiator has a length of 5591 mm, a height of 1843 mm and a width of 1894 mm without the exterior mirrors. Motorization: diesel. Because of its rear cargo space, performance and ground clearance of 25 cm, we classify the Jeep Gladiator in the category of pick-up vehicles.Do you like the trend of larger cars? 👍 👎",Boot space:  liters.
321,"The Ford Tourneo Courier has a length of 4337 mm, a height of 1817 mm, a width of 1791 mm without the exterior mirrors and a measurement of 2076 millimeters with the mirrors unfolded. Motorization: petrol and  electric. The electric model is called E-Tourneo Courier. Because of its basis on commercial vehicle and spacious interior, we classify the Ford Tourneo Courier in the category of passenger vans. This new model  stands out for being 180 mm longer compared to the dimensions of the 2018 Ford Tourneo Courier.Do you like the new generation size change? 👍 👎",Boot space: 570 liters.
322,"The Fiat Doblò has a length of 4400 mm, a height of 1840 mm and a width of 1840 mm without the exterior mirrors. Motorization: electric. The electric model is called E-Doblò. Because of its basis on commercial vehicle and spacious interior, we classify the Fiat Doblò in the category of passenger vans. This model from the year 2022 is 6 mm shorter, 8 mm wider and 55 mm lower compared to the dimensions of the 2015 Fiat Doblò.Do you like the trend of larger cars? 👍 👎",Boot space: 775 liters.
323,"The Opel Combo Life has a length of 4403 mm, a height of 1841 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. The electric model is called Combo-e Life. Because of its basis on commercial vehicle and spacious interior, we classify the Opel Combo Life in the category of passenger vans. This model from the year 2018 is 13 mm longer, 17 mm wider and has the same height compared to the dimensions of the 2012 Opel Combo Tour.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 597 - (7) 65 liters.
324,"The Citroen Berlingo M has a length of 4403 mm, a height of 1874 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. The boot capacity with 5 seats varies between 597 - 775 liters depending on whether the third row of seats is present and folded down or is not present. Motorization: diesel,  petrol and  electric. The electric model is called ë-Berlingo M. Because of its basis on commercial vehicle and spacious interior, we classify the Citroen Berlingo M in the category of passenger vans. This model from the year 2019 is 23 mm longer, 38 mm wider and 12 mm higher compared to the dimensions of the 2015 Citroen Berlingo Multispace.Do you like the new generation size change? 👍 👎",Boot space: (5) 597-775 - (7) 65 liters.
325,"The Toyota Proace City Verso Medium has a length of 4403 mm, a height of 1880 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. Because of its basis on commercial vehicle and spacious interior, we classify the Toyota Proace City Verso Medium in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 597 - (7) 65 liters.
326,"The Peugeot Rifter has a length of 4403 mm, a height of 1874 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. The electric model is called e-Rifter. Because of its basis on commercial vehicle and spacious interior, we classify the Peugeot Rifter in the category of passenger vans. This model from the year 2019 is 23 mm longer, 38 mm wider and 12 mm higher compared to the dimensions of the 2015 Peugeot Partner Tepee.Do you like the new generation size change? 👍 👎",Boot space: (5) 597 - (7) 65 liters.
327,"The Nissan Townstar has a length of 4486 mm, a height of 1893 mm, a width of 1860 mm without the exterior mirrors and a measurement of 2159 millimeters with the mirrors unfolded. Motorization: petrol. Because of its basis on commercial vehicle and spacious interior, we classify the Nissan Townstar in the category of passenger vans. This model from the year 2022  stands out for being 74 mm shorter compared to the dimensions of the 2018 Nissan e-NV200 Evalia.Do you like the trend of larger cars? 👍 👎",Boot space: 775 liters.
328,"The Renault Kangoo has a length of 4486 mm, a height of 1893 mm, a width of 1860 mm without the exterior mirrors and a measurement of 2159 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. The electric model has a boot space of 850* liters. Because of its basis on commercial vehicle and spacious interior, we classify the Renault Kangoo in the category of passenger vans. This model from the year 2021  stands out for being 204 mm longer compared to the dimensions of the 2013 Renault Kangoo.Do you like the new generation size change? 👍 👎",Boot space: 850* - 775 liters.
329,"The Mercedes-Benz Citan Tourer has a length of 4498 mm, a height of 1811 mm, a width of 1859 mm without the exterior mirrors and a measurement of 2159 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its basis on commercial vehicle and spacious interior, we classify the Mercedes-Benz Citan Tourer in the category of passenger vans. This model from the year 2022  stands out for being 177 mm longer compared to the dimensions of the 2013 Mercedes-Benz Citan Tourer.Do you like the new generation size change? 👍 👎",Boot space: 517 liters.
330,"The Ford Tourneo Connect has a length of 4500 mm, a height of 1833 mm, a width of 1855 mm without the exterior mirrors and a measurement of 2100 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its basis on commercial vehicle and spacious interior, we classify the Ford Tourneo Connect in the category of passenger vans. This model from the year 2022  stands out for being 75 mm longer compared to the dimensions of the 2018 Ford Tourneo Connect.Do you like the new generation size change? 👍 👎",Boot space: (5) 1213 - (7) 248 liters.
331,"The Volkswagen Caddy has a length of 4500 mm, a height of 1798 mm, a width of 1855 mm without the exterior mirrors and a measurement of 2100 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its basis on commercial vehicle and spacious interior, we classify the Volkswagen Caddy in the category of passenger vans. This model from the year 2021  stands out for being 92 mm longer compared to the dimensions of the 2015 Volkswagen Caddy.Do you like the new generation size change? 👍 👎",Boot space: (5) - (7) liters.
332,"The Opel Zafira Life S has a length of 4606 mm, a height of 1905 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called Zafira-e Life S. Because of its basis on commercial vehicle and spacious interior, we classify the Opel Zafira Life S in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 1978 - (9) 224 liters.
333,"The Citroen SpaceTourer XS has a length of 4606 mm, a height of 1905 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called ë-SpaceTourer XS. Because of its basis on commercial vehicle and spacious interior, we classify the Citroen SpaceTourer XS in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 1978 - (9) 224 liters.
334,"The Peugeot Traveller Compact has a length of 4606 mm, a height of 1905 mm, a width of 1920 mm without the exterior mirrors and a measurement of 2204 millimeters with the mirrors unfolded. Motorization: diesel and  electric. The electric model is called e-Traveller Compact. Because of its basis on commercial vehicle and spacious interior, we classify the Peugeot Traveller Compact in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (6) 1978 - (9) 224 liters.
335,"The Volkswagen ID. Buzz has a length of 4712 mm, a height of 1937 mm and a width of 1985 mm without the exterior mirrors. The boot capacity varies depending on the position of the 15 centimeters sliding rear seats, to allow more space for the second-row passengers or luggage volume. Motorization: electric. Because of its basis on commercial vehicle and spacious interior, we classify the Volkswagen ID. Buzz in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: 1121 liters.
336,"The Peugeot Rifter Long has a length of 4753 mm, a height of 1879 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. The electric model is called e-Rifter Long. Because of its basis on commercial vehicle and spacious interior, we classify the Peugeot Rifter Long in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 850 - (7) 322 liters.
337,"The Citroen Berlingo XL has a length of 4753 mm, a height of 1879 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. The boot capacity with 5 seats varies between 850 - 1050 liters depending on whether the third row of seats is present and folded down or is not present. Motorization: diesel,  petrol and  electric. The electric model is called ë-Berlingo XL. Because of its basis on commercial vehicle and spacious interior, we classify the Citroen Berlingo XL in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 850-1050 - (7) 322 liters.
338,"The Opel Combo Life L2 has a length of 4753 mm, a height of 1880 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. The electric model is called Combo-e Life L2. Because of its basis on commercial vehicle and spacious interior, we classify the Opel Combo Life L2 in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 850 - (7) 322 liters.
339,"The Toyota Proace City Verso Long has a length of 4753 mm, a height of 1880 mm, a width of 1848 mm without the exterior mirrors and a measurement of 2107 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  electric. Because of its basis on commercial vehicle and spacious interior, we classify the Toyota Proace City Verso Long in the category of passenger vans.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 850 - (7) 322 liters.
340,"The Ford Grand Tourneo Connect has a length of 4853 mm, a height of 1835 mm, a width of 1855 mm without the exterior mirrors and a measurement of 2100 millimeters with the mirrors unfolded. Motorization: diesel and  petrol. Because of its basis on commercial vehicle and spacious interior, we classify the Ford Grand Tourneo Connect in the category of passenger vans. This model from the year 2022 is 28 mm longer, 20 mm wider and 15 mm higher compared to the dimensions of the 2018 Ford Grand Tourneo Connect.Do you like the trend of larger cars? 👍 👎",Boot space: (5) 1720 - (7) 650 liters.
